Counted Sample ID,Canonical Entity ID,Entity Name,Batch,Record Type,Region,Primary Layer,Current Verification Result,Existing Reviewed Source Count,Missing Independent Source Count,Missing Primary Source,Network Failure Present,Claim Support Failure Present,Identity Failure Present,Recommended Recovery Source Type,Recovery Priority,Notes
CNT-DEC-STUDIO-NAME-001-103,CAN-DEC-STUDIO-NAME-001-103,Santa Monica Studio,MV-D,ACTIVE,Kuzey Amerika,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-104,CAN-DEC-STUDIO-NAME-001-104,Sucker Punch Productions,MV-D,ACTIVE,Kuzey Amerika,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-105,CAN-DEC-STUDIO-NAME-001-105,Guerrilla,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-106,CAN-DEC-STUDIO-NAME-001-106,Polyphony Digital,MV-D,ACTIVE,Doğu Asya,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-107,CAN-DEC-STUDIO-NAME-001-107,SIE Bend Studio,MV-D,ACTIVE,Kuzey Amerika,PC/konsol stüdyoları,STATUS_UNCERTAIN,1,1,YES,YES,YES,YES,Independent primary/official source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-108,CAN-DEC-STUDIO-NAME-001-108,BioWare,MV-D,ACTIVE,Kuzey Amerika,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-109,CAN-DEC-STUDIO-NAME-001-109,Respawn Entertainment,MV-D,ACTIVE,Kuzey Amerika,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-110,CAN-DEC-STUDIO-NAME-001-110,DICE,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-111,CAN-DEC-STUDIO-NAME-001-111,Criterion Games,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-112,CAN-DEC-STUDIO-NAME-001-112,Codemasters,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-113,CAN-DEC-STUDIO-NAME-001-113,Remedy Entertainment,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-114,CAN-DEC-STUDIO-NAME-001-114,CD Projekt Red,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-115,CAN-DEC-STUDIO-NAME-001-115,Techland,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-116,CAN-DEC-STUDIO-NAME-001-116,Bloober Team,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-117,CAN-DEC-STUDIO-NAME-001-117,People Can Fly,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-118,CAN-DEC-STUDIO-NAME-001-118,Asobo Studio,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-119,CAN-DEC-STUDIO-NAME-001-119,Larian Studios,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-120,CAN-DEC-STUDIO-NAME-001-120,Quantic Dream,MV-D,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-121,CAN-DEC-STUDIO-NAME-001-121,IO Interactive,MV-E,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-122,CAN-DEC-STUDIO-NAME-001-122,MercurySteam,MV-E,ACTIVE,Avrupa,PC/konsol stüdyoları,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-123,CAN-DEC-STUDIO-NAME-001-123,TaleWorlds Entertainment,MV-E,ACTIVE,Türkiye ve yakın bölge,PC/konsol stüdyoları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-124,CAN-DEC-STUDIO-NAME-001-124,Game Science,MV-E,ACTIVE,Doğu Asya,PC/konsol stüdyoları,STATUS_UNCERTAIN,1,1,NO,NO,YES,NO,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-125,CAN-DEC-STUDIO-NAME-001-125,Neowiz,MV-E,ACTIVE,Doğu Asya,PC/konsol stüdyoları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-126,CAN-DEC-STUDIO-NAME-001-126,Creative Assembly,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-127,CAN-DEC-STUDIO-NAME-001-127,Relic Entertainment,MV-E,ACTIVE,Kuzey Amerika,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-128,CAN-DEC-STUDIO-NAME-001-128,Firaxis Games,MV-E,ACTIVE,Kuzey Amerika,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-129,CAN-DEC-STUDIO-NAME-001-129,Amplitude Studios,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-130,CAN-DEC-STUDIO-NAME-001-130,Slitherine,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-131,CAN-DEC-STUDIO-NAME-001-131,Matrix Games,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-132,CAN-DEC-STUDIO-NAME-001-132,Bohemia Interactive,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-133,CAN-DEC-STUDIO-NAME-001-133,Egosoft,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-134,CAN-DEC-STUDIO-NAME-001-134,Wargaming,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-135,CAN-DEC-STUDIO-NAME-001-135,Gaijin Entertainment,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-136,CAN-DEC-STUDIO-NAME-001-136,CCP Games,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,0,2,YES,NO,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-137,CAN-DEC-STUDIO-NAME-001-137,Jagex,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-138,CAN-DEC-STUDIO-NAME-001-138,Frontier Developments,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-139,CAN-DEC-STUDIO-NAME-001-139,Funcom,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-140,CAN-DEC-STUDIO-NAME-001-140,Standing Stone Games,MV-E,ACTIVE,Kuzey Amerika,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,NO,YES,NO,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-141,CAN-DEC-STUDIO-NAME-001-141,ArenaNet,MV-E,ACTIVE,Kuzey Amerika,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,NO,YES,NO,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-142,CAN-DEC-STUDIO-NAME-001-142,Digital Extremes,MV-E,ACTIVE,Kuzey Amerika,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-143,CAN-DEC-STUDIO-NAME-001-143,Grinding Gear Games,MV-E,ACTIVE,Diğer bölgeler,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-144,CAN-DEC-STUDIO-NAME-001-144,Smilegate RPG,MV-E,ACTIVE,Doğu Asya,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-145,CAN-DEC-STUDIO-NAME-001-145,Webzen,MV-E,ACTIVE,Doğu Asya,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-146,CAN-DEC-STUDIO-NAME-001-146,IMC Games,MV-E,ACTIVE,Doğu Asya,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-148,CAN-DEC-STUDIO-NAME-001-148,Gravity,MV-E,ACTIVE,Doğu Asya,Strateji/MMO üreticileri,STATUS_UNCERTAIN,1,1,NO,NO,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-149,CAN-DEC-STUDIO-NAME-001-149,Riot Games,MV-E,ACTIVE,Kuzey Amerika,Strateji/MMO üreticileri,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-150,CAN-DEC-STUDIO-NAME-001-150,Sandbox Interactive,MV-E,ACTIVE,Avrupa,Strateji/MMO üreticileri,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-151,CAN-DEC-STUDIO-NAME-001-151,Adobe,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-152,CAN-DEC-STUDIO-NAME-001-152,Autodesk,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-154,CAN-DEC-STUDIO-NAME-001-154,Epic Games,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-155,CAN-DEC-STUDIO-NAME-001-155,Nvidia,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-156,CAN-DEC-STUDIO-NAME-001-156,AMD,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-157,CAN-DEC-STUDIO-NAME-001-157,Intel,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,0,2,YES,YES,YES,YES,Independent primary/official source,P2,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-158,CAN-DEC-STUDIO-NAME-001-158,Qualcomm,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-159,CAN-DEC-STUDIO-NAME-001-159,OpenAI,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,YES,YES,YES,YES,Independent primary/official source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-160,CAN-DEC-STUDIO-NAME-001-160,Anthropic,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-161,CAN-DEC-STUDIO-NAME-001-161,Midjourney,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,YES,YES,YES,YES,Independent primary/official source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-162,CAN-DEC-STUDIO-NAME-001-162,Runway,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-164,CAN-DEC-STUDIO-NAME-001-164,Canva,MV-F,ACTIVE,Diğer bölgeler,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-165,CAN-DEC-STUDIO-NAME-001-165,Figma,MV-F,ACTIVE,Kuzey Amerika,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-166,CAN-DEC-STUDIO-NAME-001-166,Blender Foundation,MV-F,ACTIVE,Avrupa,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-168,CAN-DEC-STUDIO-NAME-001-168,Foundry,MV-F,ACTIVE,Avrupa,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-169,CAN-DEC-STUDIO-NAME-001-169,Blackmagic Design,MV-F,ACTIVE,Diğer bölgeler,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-170,CAN-DEC-STUDIO-NAME-001-170,Wacom,MV-F,ACTIVE,Doğu Asya,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-171,CAN-DEC-STUDIO-NAME-001-171,Huion,MV-F,ACTIVE,Doğu Asya,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-172,CAN-DEC-STUDIO-NAME-001-172,Maxon,MV-F,ACTIVE,Avrupa,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-173,CAN-DEC-STUDIO-NAME-001-173,Ableton,MV-F,ACTIVE,Avrupa,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-174,CAN-DEC-STUDIO-NAME-001-174,Native Instruments,MV-F,ACTIVE,Avrupa,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,YES,YES,YES,YES,Independent primary/official source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-175,CAN-DEC-STUDIO-NAME-001-175,Akai Professional,MV-F,ACTIVE,Doğu Asya,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-177,CAN-DEC-STUDIO-NAME-001-177,Huawei,MV-F,ACTIVE,Doğu Asya,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-178,CAN-DEC-STUDIO-NAME-001-178,Arçelik,MV-F,ACTIVE,Türkiye ve yakın bölge,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,NO,YES,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-179,CAN-DEC-STUDIO-NAME-001-179,Trendyol,MV-F,ACTIVE,Türkiye ve yakın bölge,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,2,0,NO,NO,NO,NO,Independent corroborating source,P3,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-180,CAN-DEC-STUDIO-NAME-001-180,Insider,MV-F,ACTIVE,Türkiye ve yakın bölge,Teknoloji/yaratıcı üretim markaları,STATUS_UNCERTAIN,1,1,NO,NO,YES,YES,Independent corroborating source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-185,CAN-DEC-STUDIO-NAME-001-185,Behaviour Interactive spelling rebrand,MV-G,HISTORICAL,Kuzey Amerika,Başarılı rebrand örnekleri,STATUS_UNCERTAIN,1,1,YES,NO,YES,NO,Independent primary/official source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-187,CAN-DEC-STUDIO-NAME-001-187,Daybreak Game Company rebrand,MV-G,HISTORICAL,Kuzey Amerika,Başarılı rebrand örnekleri,STATUS_UNCERTAIN,1,1,YES,YES,YES,YES,Independent primary/official source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-188,CAN-DEC-STUDIO-NAME-001-188,X Corp Twitter rebrand,MV-G,HISTORICAL,Kuzey Amerika,Başarılı rebrand örnekleri,STATUS_UNCERTAIN,1,1,YES,YES,YES,YES,Independent primary/official source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-191,CAN-DEC-STUDIO-NAME-001-191,ZeniMax Scrolls trademark dispute,MV-H,HISTORICAL,Kuzey Amerika,Marka sorunu örnekleri,STATUS_UNCERTAIN,1,1,YES,YES,YES,NO,Independent primary/official source,P1,Qualifying evidence threshold not met
CNT-DEC-STUDIO-NAME-001-193,CAN-DEC-STUDIO-NAME-001-193,The Indie Stone Project Zomboid impersonation warning,MV-H,HISTORICAL,Avrupa,Marka sorunu örnekleri,STATUS_UNCERTAIN,1,1,NO,NO,YES,NO,Independent corroborating source,P1,Qualifying evidence threshold not met
