Batch ID,Source ID,Sample ID,Existing/New,URL or Record ID,Publisher/Institution,Source Origin Group,Source Type,Primary/Official Classification,Accessibility Result,Identity Result,Claim Support Result,Evidence Qualification,Reviewer Agent ID,Final Review Status,Review Date,Notes
MV-B,SRC-DEC-STUDIO-NAME-001-112,CNT-DEC-STUDIO-NAME-001-056,EXISTING,https://www.frozenbyte.com/games,frozenbyte,ORG:www.frozenbyte.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,NO,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin.
MV-B,SRC-DEC-STUDIO-NAME-001-113,CNT-DEC-STUDIO-NAME-001-057,EXISTING,https://colossalorder.fi/,Colossal Order,ORG:colossalorder.fi,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,NO,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions.
MV-B,SRC-DEC-STUDIO-NAME-001-114,CNT-DEC-STUDIO-NAME-001-057,EXISTING,https://colossalorder.fi/games,colossal order,ORG:colossalorder.fi,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,NO,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Reviewed but not qualifying as an independent pair member because it is organisation-controlled or shares the subject corporate origin.
MV-B,SRC-DEC-STUDIO-NAME-001-115,CNT-DEC-STUDIO-NAME-001-058,EXISTING,https://www.sos.games/,Sad Owl Studios,ORG:www.sos.games,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role.
MV-B,SRC-DEC-STUDIO-NAME-001-116,CNT-DEC-STUDIO-NAME-001-058,EXISTING,https://en.wikipedia.org/wiki/Viewfinder_(video_game),Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Qualifying live evidence member; paired with a distinct official source and reviewed independently from the collector role.
MV-B,SRC-DEC-STUDIO-NAME-001-117,CNT-DEC-STUDIO-NAME-001-059,EXISTING,https://www.masomo.com/,Masomo,ORG:www.masomo.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,NO,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions.
MV-B,SRC-DEC-STUDIO-NAME-001-118,CNT-DEC-STUDIO-NAME-001-059,EXISTING,https://en.wikipedia.org/wiki/Ndindi_Nyoro,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,SOURCE_IDENTITY_MISMATCH,FAIL,FAIL,NO,independent-market-evidence-reviewer-codex-root,REJECTED,2026-08-10,Live identity review found an unrelated Ndindi Nyoro page; it does not support Masomo activity.
MV-B,SRC-DEC-STUDIO-NAME-001-119,CNT-DEC-STUDIO-NAME-001-060,EXISTING,https://panicbarn.com/,PanicBarn,ORG:panicbarn.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,NO,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions.
MV-B,SRC-DEC-STUDIO-NAME-001-120,CNT-DEC-STUDIO-NAME-001-060,EXISTING,https://en.wikipedia.org/wiki/Not_Tonight_(video_game),Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,NO,independent-market-evidence-reviewer-codex-root,REVIEWED,2026-08-10,Reviewed existing source; not selected as qualifying evidence because the record-level pair failed one or more mandatory conditions.
MV-C,SRC-DEC-STUDIO-NAME-001-121,CNT-DEC-STUDIO-NAME-001-061,EXISTING,https://chucklefish.org/,Chucklefish,ORG:chucklefish.org,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-122,CNT-DEC-STUDIO-NAME-001-061,EXISTING,https://en.wikipedia.org/wiki/Chucklefish,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-123,CNT-DEC-STUDIO-NAME-001-062,EXISTING,https://www.mediatonicgames.com/,Mediatonic,ORG:www.mediatonicgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-124,CNT-DEC-STUDIO-NAME-001-062,EXISTING,https://en.wikipedia.org/wiki/Mediatonic,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-125,CNT-DEC-STUDIO-NAME-001-063,EXISTING,https://aggrocrab.com/,Aggro Crab,ORG:aggrocrab.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-126,CNT-DEC-STUDIO-NAME-001-063,EXISTING,https://aggrocrab.com/games,Aggro Crab,ORG:aggrocrab.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-127,CNT-DEC-STUDIO-NAME-001-064,EXISTING,https://www.heartmachine.com/,Heart Machine,ORG:www.heartmachine.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-128,CNT-DEC-STUDIO-NAME-001-064,EXISTING,https://en.wikipedia.org/wiki/Heart_Machine,Wikimedia Foundation / Wikipedia editors,PLATFORM:WIKIPEDIA,Independent reference work,SECONDARY/INDEPENDENT,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-129,CNT-DEC-STUDIO-NAME-001-065,EXISTING,https://nightschoolstudio.com/,Night School Studio,ORG:nightschoolstudio.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-130,CNT-DEC-STUDIO-NAME-001-065,EXISTING,https://nightschoolstudio.com/games/,Night School Studio,ORG:nightschoolstudio.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-131,CNT-DEC-STUDIO-NAME-001-066,EXISTING,https://www.mobiusdigitalgames.com/,Mobius Digital,ORG:www.mobiusdigitalgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-132,CNT-DEC-STUDIO-NAME-001-066,EXISTING,https://www.mobiusdigitalgames.com/outer-wilds.html,Mobius Digital,ORG:www.mobiusdigitalgames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-133,CNT-DEC-STUDIO-NAME-001-067,EXISTING,https://www.drinkboxstudios.com/,DrinkBox Studios,ORG:www.drinkboxstudios.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-134,CNT-DEC-STUDIO-NAME-001-067,EXISTING,https://www.drinkboxstudios.com/games,DrinkBox Studios,ORG:www.drinkboxstudios.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-135,CNT-DEC-STUDIO-NAME-001-068,EXISTING,https://kitfoxgames.com/,Kitfox Games,ORG:kitfoxgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-136,CNT-DEC-STUDIO-NAME-001-068,EXISTING,https://kitfoxgames.com/games/,Kitfox Games,ORG:kitfoxgames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,BROKEN_LINK,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,quality-assurance-director,REJECTED,2026-08-10,Live request returned HTTP 404; source cannot count as active evidence.
MV-C,SRC-DEC-STUDIO-NAME-001-137,CNT-DEC-STUDIO-NAME-001-069,EXISTING,https://braceyourselfgames.com/,Brace Yourself Games,ORG:braceyourselfgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-138,CNT-DEC-STUDIO-NAME-001-069,EXISTING,https://braceyourselfgames.com/games/,Brace Yourself Games,ORG:braceyourselfgames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-139,CNT-DEC-STUDIO-NAME-001-070,EXISTING,https://freebirdgames.com/,Freebird Games,ORG:freebirdgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-140,CNT-DEC-STUDIO-NAME-001-070,EXISTING,https://freebirdgames.com/games/,Freebird Games,ORG:freebirdgames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-141,CNT-DEC-STUDIO-NAME-001-071,EXISTING,https://studiomdhr.com/,Studio MDHR,ORG:studiomdhr.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-142,CNT-DEC-STUDIO-NAME-001-071,EXISTING,https://studiomdhr.com/game/,Studio MDHR,ORG:studiomdhr.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,BROKEN_LINK,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,quality-assurance-director,REJECTED,2026-08-10,Live request returned HTTP 404; source cannot count as active evidence.
MV-C,SRC-DEC-STUDIO-NAME-001-143,CNT-DEC-STUDIO-NAME-001-072,EXISTING,https://www.teamcherry.com.au/,Team Cherry,ORG:www.teamcherry.com.au,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-144,CNT-DEC-STUDIO-NAME-001-072,EXISTING,https://www.hollowknightsilksong.com/,Team Cherry,ORG:hollowknightsilksong.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-145,CNT-DEC-STUDIO-NAME-001-073,EXISTING,https://www.witchbeam.com.au/,Witch Beam,ORG:www.witchbeam.com.au,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-146,CNT-DEC-STUDIO-NAME-001-073,EXISTING,https://www.unpackinggame.com/,Witch Beam,ORG:www.unpackinggame.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-147,CNT-DEC-STUDIO-NAME-001-074,EXISTING,https://www.beethovenanddinosaur.com/,Beethoven & Dinosaur,ORG:www.beethovenanddinosaur.com,Official organisation source,PRIMARY/OFFICIAL,ACCESS_BLOCKED,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,quality-assurance-director,REJECTED,2026-08-10,Live HTTPS request timed out; source cannot count as active evidence.
MV-C,SRC-DEC-STUDIO-NAME-001-148,CNT-DEC-STUDIO-NAME-001-074,EXISTING,https://www.theartfulescape.com/,Beethoven & Dinosaur,ORG:theartfulescape.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-149,CNT-DEC-STUDIO-NAME-001-075,EXISTING,https://mojikenstudio.com/,Mojiken Studio,ORG:mojikenstudio.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-150,CNT-DEC-STUDIO-NAME-001-075,EXISTING,https://mojikenstudio.com/games/,Mojiken Studio,ORG:mojikenstudio.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,BROKEN_LINK,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,quality-assurance-director,REJECTED,2026-08-10,Live request returned HTTP 404; source cannot count as active evidence.
MV-C,SRC-DEC-STUDIO-NAME-001-151,CNT-DEC-STUDIO-NAME-001-076,EXISTING,https://supercell.com/,Supercell,ORG:supercell.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-152,CNT-DEC-STUDIO-NAME-001-076,EXISTING,https://supercell.com/en/games/,Supercell,ORG:supercell.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-153,CNT-DEC-STUDIO-NAME-001-077,EXISTING,https://www.homagames.com/,Homa Games,ORG:www.homagames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-154,CNT-DEC-STUDIO-NAME-001-077,EXISTING,https://www.king.com/games,King,ORG:www.king.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,FAIL,FAIL,NO,quality-assurance-director,REJECTED,2026-08-10,Final destination/publisher does not match the recorded subject source identity.
MV-C,SRC-DEC-STUDIO-NAME-001-155,CNT-DEC-STUDIO-NAME-001-078,EXISTING,https://www.scopely.com/,Scopely,ORG:www.scopely.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-156,CNT-DEC-STUDIO-NAME-001-078,EXISTING,https://www.scopely.com/en/games,Scopely,ORG:www.scopely.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-157,CNT-DEC-STUDIO-NAME-001-079,EXISTING,https://www.zynga.com/,Zynga,ORG:www.zynga.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-158,CNT-DEC-STUDIO-NAME-001-079,EXISTING,https://www.zynga.com/games/,Zynga,ORG:www.zynga.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-159,CNT-DEC-STUDIO-NAME-001-080,EXISTING,https://nianticlabs.com/,Niantic,ORG:nianticlabs.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,FAIL,FAIL,NO,quality-assurance-director,REJECTED,2026-08-10,Final destination/publisher does not match the recorded subject source identity.
MV-C,SRC-DEC-STUDIO-NAME-001-160,CNT-DEC-STUDIO-NAME-001-080,EXISTING,https://nianticlabs.com/products,Niantic,ORG:explore.scopely.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,BROKEN_LINK,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,quality-assurance-director,REJECTED,2026-08-10,Live request returned HTTP 404; source cannot count as active evidence.
MV-C,SRC-DEC-STUDIO-NAME-001-161,CNT-DEC-STUDIO-NAME-001-081,EXISTING,https://www.jamcity.com/,Jam City,ORG:www.jamcity.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-162,CNT-DEC-STUDIO-NAME-001-081,EXISTING,https://www.jamcity.com/games/,Jam City,ORG:www.jamcity.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-163,CNT-DEC-STUDIO-NAME-001-082,EXISTING,https://playrix.com/,Playrix,ORG:playrix.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-164,CNT-DEC-STUDIO-NAME-001-082,EXISTING,https://playrix.com/games/,Playrix,ORG:playrix.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-165,CNT-DEC-STUDIO-NAME-001-083,EXISTING,https://www.moonactive.com/,Moon Active,ORG:www.moonactive.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-166,CNT-DEC-STUDIO-NAME-001-083,EXISTING,https://www.moonactive.com/games/,Moon Active,ORG:www.moonactive.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,BROKEN_LINK,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,quality-assurance-director,REJECTED,2026-08-10,Live request returned HTTP 404; source cannot count as active evidence.
MV-C,SRC-DEC-STUDIO-NAME-001-167,CNT-DEC-STUDIO-NAME-001-084,EXISTING,https://www.miniclip.com/,Miniclip,ORG:www.miniclip.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-168,CNT-DEC-STUDIO-NAME-001-084,EXISTING,https://www.miniclip.com/games,Miniclip,ORG:www.miniclip.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-169,CNT-DEC-STUDIO-NAME-001-085,EXISTING,https://www.voodoo.io/,Voodoo,ORG:www.voodoo.io,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-170,CNT-DEC-STUDIO-NAME-001-085,EXISTING,https://www.voodoo.io/games,Voodoo,ORG:voodoo.io,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,BROKEN_LINK,RECHECK_REQUIRED,RECHECK_REQUIRED,NO,quality-assurance-director,REJECTED,2026-08-10,Live request returned HTTP 404; source cannot count as active evidence.
MV-C,SRC-DEC-STUDIO-NAME-001-171,CNT-DEC-STUDIO-NAME-001-086,EXISTING,https://www.rollicgames.com/,Rollic,ORG:www.rollicgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-172,CNT-DEC-STUDIO-NAME-001-086,EXISTING,https://www.rollicgames.com/games,Rollic,ORG:www.rollicgames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-173,CNT-DEC-STUDIO-NAME-001-087,EXISTING,https://dreamgames.com/,Dream Games,ORG:dreamgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-174,CNT-DEC-STUDIO-NAME-001-087,EXISTING,https://dreamgames.com/games,Dream Games,ORG:www.dreamgames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-175,CNT-DEC-STUDIO-NAME-001-088,EXISTING,https://peak.com/,Peak,ORG:peak.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-176,CNT-DEC-STUDIO-NAME-001-088,EXISTING,https://peak.com/games,Peak,ORG:peak.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_ACCESSIBLE,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-177,CNT-DEC-STUDIO-NAME-001-089,EXISTING,https://goodjobgames.com/,Good Job Games,ORG:goodjobgames.com,Official organisation source,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
MV-C,SRC-DEC-STUDIO-NAME-001-178,CNT-DEC-STUDIO-NAME-001-089,EXISTING,https://goodjobgames.com/games,Good Job Games,ORG:www.goodjobgames.com,Resmî şirket/kurum sayfası veya doğrudan resmî platform kaydı,PRIMARY/OFFICIAL,VERIFIED_WITH_REDIRECT,PASS,PASS,YES,quality-assurance-director,REVIEWED,2026-08-10,Live HTTP content supports subject identity and public game-development/publishing activity.
