Verification Batch ID,Counted Sample ID,Canonical Entity ID,Normalized Entity Name,Record Type,Original Status,Verification Result,Qualifying Source 1 ID,Qualifying Source 2 ID,Reviewer Agent ID,Confidence,Outstanding Evidence Requirement,Consolidation Status
MV-C,CNT-DEC-STUDIO-NAME-001-075,CAN-DEC-STUDIO-NAME-001-075,mojiken studio,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-076,CAN-DEC-STUDIO-NAME-001-076,supercell,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-077,CAN-DEC-STUDIO-NAME-001-077,homa games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-078,CAN-DEC-STUDIO-NAME-001-078,scopely,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-079,CAN-DEC-STUDIO-NAME-001-079,zynga,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-080,CAN-DEC-STUDIO-NAME-001-080,niantic,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-081,CAN-DEC-STUDIO-NAME-001-081,jam city,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-082,CAN-DEC-STUDIO-NAME-001-082,playrix,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-083,CAN-DEC-STUDIO-NAME-001-083,moon active,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-084,CAN-DEC-STUDIO-NAME-001-084,miniclip,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-085,CAN-DEC-STUDIO-NAME-001-085,voodoo,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-086,CAN-DEC-STUDIO-NAME-001-086,rollic,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-087,CAN-DEC-STUDIO-NAME-001-087,dream games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-088,CAN-DEC-STUDIO-NAME-001-088,peak,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-089,CAN-DEC-STUDIO-NAME-001-089,good job games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-C,CNT-DEC-STUDIO-NAME-001-090,CAN-DEC-STUDIO-NAME-001-090,spyke games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,quality-assurance-director,HIGH,Qualifying evidence threshold not met; identity; claim support; primary source; publisher independence; origin independence,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-091,CAN-DEC-STUDIO-NAME-001-091,ace games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-092,CAN-DEC-STUDIO-NAME-001-092,tilting point,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-093,CAN-DEC-STUDIO-NAME-001-093,kabam,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-094,CAN-DEC-STUDIO-NAME-001-094,lilith games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-095,CAN-DEC-STUDIO-NAME-001-095,yoozoo games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-096,CAN-DEC-STUDIO-NAME-001-096,com2us,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-097,CAN-DEC-STUDIO-NAME-001-097,netmarble,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-098,CAN-DEC-STUDIO-NAME-001-098,shift up,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-099,CAN-DEC-STUDIO-NAME-001-099,mighty bear games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-100,CAN-DEC-STUDIO-NAME-001-100,amanotes,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-101,CAN-DEC-STUDIO-NAME-001-101,naughty dog,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-102,CAN-DEC-STUDIO-NAME-001-102,insomniac games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-103,CAN-DEC-STUDIO-NAME-001-103,santa monica studio,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-104,CAN-DEC-STUDIO-NAME-001-104,sucker punch productions,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-105,CAN-DEC-STUDIO-NAME-001-105,guerrilla,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-106,CAN-DEC-STUDIO-NAME-001-106,polyphony digital,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-107,CAN-DEC-STUDIO-NAME-001-107,sie bend studio,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,SRC-DEC-STUDIO-NAME-001-214,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-108,CAN-DEC-STUDIO-NAME-001-108,bioware,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-109,CAN-DEC-STUDIO-NAME-001-109,respawn entertainment,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-110,CAN-DEC-STUDIO-NAME-001-110,dice,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-111,CAN-DEC-STUDIO-NAME-001-111,criterion games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-112,CAN-DEC-STUDIO-NAME-001-112,codemasters,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-113,CAN-DEC-STUDIO-NAME-001-113,remedy entertainment,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-114,CAN-DEC-STUDIO-NAME-001-114,cd projekt red,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-115,CAN-DEC-STUDIO-NAME-001-115,techland,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-116,CAN-DEC-STUDIO-NAME-001-116,bloober team,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-117,CAN-DEC-STUDIO-NAME-001-117,people can fly,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-118,CAN-DEC-STUDIO-NAME-001-118,asobo studio,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-119,CAN-DEC-STUDIO-NAME-001-119,larian studios,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-D,CNT-DEC-STUDIO-NAME-001-120,CAN-DEC-STUDIO-NAME-001-120,quantic dream,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-d,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-121,CAN-DEC-STUDIO-NAME-001-121,io interactive,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-122,CAN-DEC-STUDIO-NAME-001-122,mercurysteam,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-123,CAN-DEC-STUDIO-NAME-001-123,taleworlds entertainment,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-124,CAN-DEC-STUDIO-NAME-001-124,game science,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-125,CAN-DEC-STUDIO-NAME-001-125,neowiz,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-126,CAN-DEC-STUDIO-NAME-001-126,creative assembly,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-127,CAN-DEC-STUDIO-NAME-001-127,relic entertainment,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-128,CAN-DEC-STUDIO-NAME-001-128,firaxis games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-129,CAN-DEC-STUDIO-NAME-001-129,amplitude studios,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-130,CAN-DEC-STUDIO-NAME-001-130,slitherine,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-131,CAN-DEC-STUDIO-NAME-001-131,matrix games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-132,CAN-DEC-STUDIO-NAME-001-132,bohemia interactive,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-133,CAN-DEC-STUDIO-NAME-001-133,egosoft,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-134,CAN-DEC-STUDIO-NAME-001-134,wargaming,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-135,CAN-DEC-STUDIO-NAME-001-135,gaijin entertainment,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-136,CAN-DEC-STUDIO-NAME-001-136,ccp games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-137,CAN-DEC-STUDIO-NAME-001-137,jagex,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-138,CAN-DEC-STUDIO-NAME-001-138,frontier developments,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-139,CAN-DEC-STUDIO-NAME-001-139,funcom,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-140,CAN-DEC-STUDIO-NAME-001-140,standing stone games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-141,CAN-DEC-STUDIO-NAME-001-141,arenanet,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-142,CAN-DEC-STUDIO-NAME-001-142,digital extremes,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-143,CAN-DEC-STUDIO-NAME-001-143,grinding gear games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-144,CAN-DEC-STUDIO-NAME-001-144,smilegate rpg,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-145,CAN-DEC-STUDIO-NAME-001-145,webzen,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-146,CAN-DEC-STUDIO-NAME-001-146,imc games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-147,CAN-DEC-STUDIO-NAME-001-147,kakao games,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-293,SRC-DEC-STUDIO-NAME-001-294,independent-market-evidence-reviewer-mv-e,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-E,CNT-DEC-STUDIO-NAME-001-148,CAN-DEC-STUDIO-NAME-001-148,gravity,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-149,CAN-DEC-STUDIO-NAME-001-149,riot games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-E,CNT-DEC-STUDIO-NAME-001-150,CAN-DEC-STUDIO-NAME-001-150,sandbox interactive,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-reviewer-mv-e,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-F,CNT-DEC-STUDIO-NAME-001-151,CAN-DEC-STUDIO-NAME-001-151,adobe,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,NOT_APPLICABLE,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-f,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-F,CNT-DEC-STUDIO-NAME-001-152,CAN-DEC-STUDIO-NAME-001-152,autodesk,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,SRC-DEC-STUDIO-NAME-001-304,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-f,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-F,CNT-DEC-STUDIO-NAME-001-153,CAN-DEC-STUDIO-NAME-001-153,unity technologies,ACTIVE,STATUS_UNCERTAIN,VERIFIED_ACTIVE,SRC-DEC-STUDIO-NAME-001-305,SRC-DEC-STUDIO-NAME-001-306,independent-market-evidence-verification-reviewer-mv-f,HIGH,NONE,CONSOLIDATED_VERIFIED
MV-F,CNT-DEC-STUDIO-NAME-001-154,CAN-DEC-STUDIO-NAME-001-154,epic games,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,SRC-DEC-STUDIO-NAME-001-308,NOT_APPLICABLE,independent-market-evidence-verification-reviewer-mv-f,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
MV-F,CNT-DEC-STUDIO-NAME-001-155,CAN-DEC-STUDIO-NAME-001-155,nvidia,ACTIVE,STATUS_UNCERTAIN,STATUS_UNCERTAIN,SRC-DEC-STUDIO-NAME-001-309,SRC-DEC-STUDIO-NAME-001-310,independent-market-evidence-verification-reviewer-mv-f,LOW,Qualifying evidence threshold not met,RECOVERY_REQUIRED
